Каталог|Горшки для цветов;Горшок для цветов Арте с системой автополива и контролем уровня воды белый-черный 2 л;Горшок для цветов Арте с системой автополива и контролем уровня воды белый-черный 2 л;385;https://klubsadprof.ru/upload/iblock/829/7pwygjmo8vqz3olxq77i8vpy8uwaq800/242.jpg;"<div class=""product-description-inner tab-active"" data-tab-content=""product-description-1"">
<div class=""product-description-title"">Описание</div>
<div class=""product-description-text"">
						Горшок для цветов Арте оснащен системой автополива и подходит для выращивания любых комнатных цветов. Благодаря контролю уровня воды жидкость поступает к корням растений в нужном объеме, а в самом горшке поддерживается необходимый уровень влажности.					</div>
<section class=""slider-info"">
</section>
</div>";
Каталог|Горшки для цветов;Горшок для цветов Орхидея Белый 2 л;Горшок для цветов Орхидея Белый 2 л;246;https://klubsadprof.ru/upload/iblock/ca6/3dv86cd0kyxo0pr2x0eulddhsadtzhhe/243.jpg;"<div class=""product-description-inner tab-active"" data-tab-content=""product-description-1"">
<div class=""product-description-title"">Описание</div>
<div class=""product-description-text"">
						Горшок для цветов Орхидея от Santino предназначен специально для выращивания различных орхидей и имеет для этого особенную конструкцию с выпуклостью на дне, благодаря чему корни не загнивают, а подставка или поддон становятся лишними. Максимально удобный уход, легкая пересадка растений, баланс воды и воздуха достигаются также за счет внутреннего вкладыша и отверстия для залива жидкости.					</div>
<section class=""slider-info"">
</section>
</div>";
Каталог|Горшки для цветов;Горшок для цветов Орхидея Прозрачный 2 л;Горшок для цветов Орхидея Прозрачный 2 л;247;https://klubsadprof.ru/upload/iblock/5c9/q7k1odd5ziop2vzzngqevqwxe11o2a5r/244.jpg;"<div class=""product-description-inner tab-active"" data-tab-content=""product-description-1"">
<div class=""product-description-title"">Описание</div>
<div class=""product-description-text"">
						Прозрачный горшок для цветов Орхидея идеально подходит для выращивания экзотического цветка, поскольку разработан с учетом всех требований к уходу. Такой горшок можно использовать отдельно или поставить в красивое кашпо. Растения в нем будут чувствовать себя прекрасно.					</div>
<section class=""slider-info"">
</section>
</div>";
Каталог|Горшки для цветов;Кашпо подвесное Коковита-стиль d 25 см;Кашпо подвесное Коковита-стиль d 25 см;841;https://klubsadprof.ru/upload/iblock/f8b/4s1nhsaw3gpx382j9d0p4g2z3b8sp0tv/kashpo_podvesnoe.jpg;"<div class=""product-description-inner tab-active"" data-tab-content=""product-description-1"">
<div class=""product-description-title"">Описание</div>
<div class=""product-description-text"">
						Кашпо подвесное Коковита-стиль (диаметр 25 см) предназначено для выращивания ампельных растений на террасах, балконах, лоджиях, в саду. Эта модель состоит из трех частей: металлического черного ажурного каркаса, трех серебристых цепочек, скрепленных крючком, и кокосового вкладыша. Натуральный экологически чистый материал из волокон тропического растения прекрасно впитывают воду и долго остается влажным. Для выращивания цветов в кашпо не требуется дополнительного технического горшка.					</div>
<section class=""slider-info"">
</section>
</div>";
Каталог|Горшки для цветов;Кашпо подвесное Коковита-цветок d 25 см;Кашпо подвесное Коковита-цветок d 25 см;920;https://klubsadprof.ru/upload/iblock/31e/1eqwc9bc3t1qc6gnzyx1jeoqc1r7una2/kashpo_podvesnoe_kokovita_cvetok_d_25_sm_837_rub.jpg;"<div class=""product-description-inner tab-active"" data-tab-content=""product-description-1"">
<div class=""product-description-title"">Описание</div>
<div class=""product-description-text"">
						Кашпо подвесное Коковита-цветок (диаметр 25 см) — оригинальный вазон, широко использующийся при оформлении садовых интерьеров. Экзотический вид этой модели придает полусферический вкладыш, выполненный из натуральных кокосовых волокон. Благодаря отличной влагостойкости этого материала, не подверженного гниению и плесени, нет необходимости в дополнительном контейнере для грунта.					</div>
<section class=""slider-info"">
</section>
</div>";
Каталог|Горшки для цветов;Кашпо подвесное Коковита-цветок d 30 см;Кашпо подвесное Коковита-цветок d 30 см;990;https://klubsadprof.ru/upload/iblock/31e/1eqwc9bc3t1qc6gnzyx1jeoqc1r7una2/kashpo_podvesnoe_kokovita_cvetok_d_25_sm_837_rub.jpg|https://klubsadprof.ru/upload/iblock/d46/p0ekihhoez8z893d07mp2aeodsfgvl7w/kashpo_podvesnoe_kokovita_stilg_d_30_sm_836_rub.jpg;"<div class=""product-description-inner tab-active"" data-tab-content=""product-description-1"">
<div class=""product-description-title"">Описание</div>
<div class=""product-description-text"">
						Кашпо подвесное Коковита-цветок (диаметр 30 см) — оригинальный декоративный вазон, предназначенный для выращивания как ампельных, так и прямостоячих цветов небольших размеров. Кокосовый наполнитель, из которого выполнен вкладыш, обеспечивает сохранение питательных веществ и подходящего уровня влажности в почве, не требует использования технического горшка для грунта.					</div>
<section class=""slider-info"">
</section>
</div>";
Каталог|Горшки для цветов;Набор горшочков для цветов Amsterdam 0,65 л;Набор горшочков для цветов Amsterdam 0,65 л;544;https://klubsadprof.ru/upload/iblock/a8e/l1f5yiitbylhegkz6qcia63wehd4bh0l/427.jpg;"<div class=""product-description-inner tab-active"" data-tab-content=""product-description-1"">
<div class=""product-description-title"">Описание</div>
<div class=""product-description-text"">
						Набор горшочков для цветов Amsterdam включает 5 миниатюрных конусовидных кашпо, выполненных в идеально сочетающейся цветовой гамме. Каждый горшок состоит из основного кашпо (желтого, стального, кремового, сиреневого, белого, салатового) и поддона. На днище горшка расположены дренажные решетки, а внизу основания — небольшое отверстие изящной формы для прикорневого полива.					</div>
<section class=""slider-info"">
</section>
</div>";
Каталог|Горшки для цветов;Горшок для цветов Easy Grow D 160 с прикорневым поливом;Горшок для цветов Easy Grow D 160 с прикорневым поливом;198;https://klubsadprof.ru/upload/iblock/5ad/qnai5jsgih5jo2c6254r45anwxwam3cd/gorshok_dlya_cvetov_Easy_Grow_D_120_s_prikornevym.jpg;"<div class=""product-description-inner tab-active"" data-tab-content=""product-description-1"">
<div class=""product-description-title"">Описание</div>
<div class=""product-description-text"">
						Горшок для цветов Easy Grow D 160 – настоящая находка, которая позволит вырастить в домашних условиях растения, требующих особого ухода. Емкость дополнена поддоном с носиком для бережного прикорневого полива, исключающий застой воды в грунте. Продуманная конструкция также обеспечивает циркуляцию воздуха в корневой системе.					</div>
<section class=""slider-info"">
</section>
</div>";
Каталог|Горшки для цветов;Кашпо подвесное Коковита-стиль d 30 см;Кашпо подвесное Коковита-стиль d 30 см;919;https://klubsadprof.ru/upload/iblock/ddf/sr4w6ki623dub2sh6w4s8ful5pqgogdu/342.jpg;"<div class=""product-description-inner tab-active"" data-tab-content=""product-description-1"">
<div class=""product-description-title"">Описание</div>
<div class=""product-description-text"">
						Кашпо подвесное Коковита-стиль (диаметр 30 см) — оригинальный вазон, который может стать одним из важных дизайнерских элементов в оформлении садовых пространств. Экзотический вид этой модели придают натуральные кокосовые волокна, из которых изготовлен основной элемент — вкладыш, напоминающий половинку тропического ореха.					</div>
<section class=""slider-info"">
</section>
</div>";
Каталог|Горшки для цветов;Горшок для цветов AMSTERDAM с прикорневым поливом;Горшок для цветов AMSTERDAM с прикорневым поливом;277;https://klubsadprof.ru/upload/iblock/036/g40yru1nmvqrkm38oyy6pzocy2d90j1z/gorshok_dlya_cvetov_AMSTERDAM_s_prikornevym_polivom_252_rub.jpg;"<div class=""product-description-inner tab-active"" data-tab-content=""product-description-1"">
<div class=""product-description-title"">Описание</div>
<div class=""product-description-text"">
						Горшок для цветов AMSTERDAM – это современная емкость для выращивания средних по размеру комнатных цветов. Горшок имеет приятную форму и нежный сливочный цвет, которая радует глаз и отлично вписывается практически в любой интерьер. Материал горшка износоустойчивый, поэтому прослужит очень долго!					</div>
<section class=""slider-info"">
</section>
</div>";
